-1.801236493372403991e-01,-1.286872703286379496e-02,2.134699630143653271e-01,-1.801236493372399550e-01,-1.286872703286376374e-02,2.134699630143648830e-01,6.876620657640474255e-01,2.401059407194856554e-01,4.475561250445617700e-01,6.402034462591168484e-01
-6.198113090959210814e-01,-4.340102104554409423e-02,7.343969129269546370e-01,-6.198113090959211924e-01,-4.340102104554402485e-02,7.343969129269546370e-01,4.853158020478337553e-03,7.104338571302104555e-04,4.142724163348127098e-03,8.709370111196796937e-01
-6.199067561668735182e-01,-4.253753832527044226e-02,7.343548247479044777e-01,-6.199067561668735182e-01,-4.253753832527050471e-02,7.343548247479044777e-01,4.847876275264340062e-03,7.100389969967313419e-04,4.137837278267608720e-03,8.704975344053679231e-01
-6.199992380713057472e-01,-4.168424350675713208e-02,7.343140541811018496e-01,-6.199992380713059692e-01,-4.168424350675720147e-02,7.343140541811018496e-01,4.842688539670264580e-03,7.096528839276583511e-04,4.133035655742606229e-03,8.703235733661682794e-01
-6.200888177539669588e-01,-4.084115671676423476e-02,7.342745728744731748e-01,-6.200888177539665147e-01,-4.084115671676431802e-02,7.342745728744727307e-01,4.837595788726251067e-03,7.092754728489358840e-04,4.128320315877315183e-03,8.707959406437364436e-01
-6.201755574771292689e-01,-4.000829742272102307e-02,7.342363527896500486e-01,-6.201755574771294910e-01,-4.000829742272105083e-02,7.342363527896502706e-01,4.832598973386559305e-03,7.089067142964644574e-04,4.123692259090094847e-03,8.704004870524274518e-01
-6.202595188183895880e-01,-3.918568444772567438e-02,7.341993662096898410e-01,-6.202595188183899211e-01,-3.918568444772561887e-02,7.341993662096902851e-01,4.827699019673309389e-03,7.085465547137514974e-04,4.119152464959557891e-03,8.706940652180104045e-01
-6.203407626632175820e-01,-3.837333598503576276e-02,7.341635857402292187e-01,-6.203407626632180261e-01,-3.837333598503572807e-02,7.341635857402296628e-01,4.822896829277611985e-03,7.081949363920703178e-04,4.114701892885541668e-03,8.707332403074721228e-01
-6.204193491998866161e-01,-3.757126961255857767e-02,7.341289843131206805e-01,-6.204193491998872823e-01,-3.757126961255852216e-02,7.341289843131211246e-01,4.818193279582549948e-03,7.078517975525056016e-04,4.110341482030044347e-03,8.705519832894033083e-01
-6.204953379132426283e-01,-3.677950230710736595e-02,7.340955351883596824e-01,-6.204953379132427393e-01,-3.677950230710727575e-02,7.340955351883599045e-01,4.813589224046288528e-03,7.075170723387369520e-04,4.106072151707551576e-03,8.703370555264592356e-01
-6.205687875797358810e-01,-3.599805045857291941e-02,7.340632119571890435e-01,-6.205687875797354369e-01,-3.599805045857297492e-02,7.340632119571883774e-01,4.809085492302189735e-03,7.071906908771019573e-04,4.101894801425087778e-03,8.703030792478775313e-01
-6.206397562618135577e-01,-3.522692988389022201e-02,7.340319885441224379e-01,-6.206397562618131136e-01,-3.522692988389025670e-02,7.340319885441222159e-01,4.804682890468869871e-03,7.068725792842567301e-04,4.097810311184613141e-03,8.707508836339648006e-01
-6.207083013029559559e-01,-3.446615584087380640e-02,7.340018392094311839e-01,-6.207083013029566221e-01,-3.446615584087382722e-02,7.340018392094320721e-01,4.800382201358033285e-03,7.065626597009266874e-04,4.093819541657106598e-03,8.705603481217752959e-01
-6.207744793227878422e-01,-3.371574304188616061e-02,7.339727385514126512e-01,-6.207744793227873981e-01,-3.371574304188615367e-02,7.339727385514122071e-01,4.796184184682694696e-03,7.062608503193290588e-04,4.089923334363365637e-03,8.706215844872960963e-01
-6.208383462124249519e-01,-3.297570566734309150e-02,7.339446615086440140e-01,-6.208383462124248409e-01,-3.297570566734307762e-02,7.339446615086435699e-01,4.792089577271452239e-03,7.059670654144811763e-04,4.086122511856971062e-03,8.704831768753473753e-01
-6.208999571297719733e-01,-3.224605737903957214e-02,7.339175833618980516e-01,-6.208999571297718623e-01,-3.224605737903954439e-02,7.339175833618980516e-01,4.788099093322950583e-03,7.056812153578562175e-04,4.082417877965094366e-03,8.701841952092261856e-01
-6.209593664952901548e-01,-3.152681133332044250e-02,7.338914797363307319e-01,-6.209593664952905989e-01,-3.152681133332040780e-02,7.338914797363311759e-01,4.784213424588401598e-03,7.054032066512450072e-04,4.078810217937156590e-03,8.705897039184427033e-01
-6.210166279876933038e-01,-3.081798019406437050e-02,7.338663266033127464e-01,-6.210166279876936368e-01,-3.081798019406436356e-02,7.338663266033129684e-01,4.780433240612808055e-03,7.051329419448526536e-04,4.075300298667955401e-03,8.704185615705715140e-01
