1.045812144509499775e-01,-1.665766715442856261e-01,9.583558321139292735e-01,1.045812144509499081e-01,-1.665766715442856816e-01,9.583558321139292735e-01,1.124611898416784384e-02
1.196124675891523104e-01,-1.726235614740104229e-01,9.543951544241658924e-01,1.196124675891522132e-01,-1.726235614740106172e-01,9.543951544241658924e-01,1.134417197047049575e-02
1.367980180083347708e-01,-1.780955480916983635e-01,9.530047402910072352e-01,1.367980180083346875e-01,-1.780955480916984746e-01,9.530047402910072352e-01,9.669598393742012687e-03
1.558695077380904959e-01,-1.822052887115823139e-01,9.520754724070081831e-01,1.558695077380906624e-01,-1.822052887115823139e-01,9.520754724070079611e-01,7.531903912176271532e-03
1.764322795379152931e-01,-1.842750439043128463e-01,9.504408111671787118e-01,1.764322795379152931e-01,-1.842750439043127908e-01,9.504408111671787118e-01,5.640609459305639950e-03
1.980166992890661226e-01,-1.838322058888412769e-01,9.479151675790294940e-01,1.980166992890662336e-01,-1.838322058888411381e-01,9.479151675790294940e-01,4.128328898980793138e-03
2.200342938978824825e-01,-1.805783418418350217e-01,9.446824962334434694e-01,2.200342938978822882e-01,-1.805783418418350772e-01,9.446824962334432474e-01,2.940920590253651157e-03
2.417775829986986702e-01,-1.744071925646191734e-01,9.410043673483434734e-01,2.417775829986986980e-01,-1.744071925646191457e-01,9.410043673483436955e-01,2.014867169512657430e-03
2.624746481197121062e-01,-1.654433981391257302e-01,9.371305458200962502e-01,2.624746481197118841e-01,-1.654433981391257302e-01,9.371305458200962502e-01,1.323747019880444631e-03
2.813776216686959541e-01,-1.540588947854462654e-01,9.332703898747256588e-01,2.813776216686957876e-01,-1.540588947854462099e-01,9.332703898747256588e-01,8.817957266473580580e-04
2.978581697072734680e-01,-1.408457358667129511e-01,9.295771320666436077e-01,2.978581697072734125e-01,-1.408457358667129511e-01,9.295771320666433857e-01,7.353557669280696985e-04
3.114823618295809449e-01,-1.265457353754053937e-01,9.261368016076108045e-01,3.114823618295807783e-01,-1.265457353754053660e-01,9.261368016076108045e-01,9.509560527458382762e-04
3.220450871162836015e-01,-1.119546703801655441e-01,9.229635109728249187e-01,3.220450871162836570e-01,-1.119546703801656273e-01,9.229635109728249187e-01,1.603454411696458859e-03
3.295591029998977128e-01,-9.782690288582995830e-02,9.200024959857987517e-01,3.295591029998976018e-01,-9.782690288582998606e-02,9.200024959857989737e-01,2.766631818158754585e-03
3.342092975772784635e-01,-8.480289268579734030e-02,9.171406739983745116e-01,3.342092975772785746e-01,-8.480289268579740969e-02,9.171406739983745116e-01,4.507258969594654663e-03
3.362932719201069398e-01,-7.337029081167144307e-02,9.142268032145325352e-01,3.362932719201071063e-01,-7.337029081167131817e-02,9.142268032145323131e-01,6.879913784846508618e-03
3.361752838104354879e-01,-6.385512133957954584e-02,9.111128180897515305e-01,3.361752838104354879e-01,-6.385512133957955971e-02,9.111128180897517526e-01,9.911786555623192108e-03
3.342862426136958831e-01,-5.642876601017473431e-02,9.077441475080536559e-01,3.342862426136958831e-01,-5.642876601017474125e-02,9.077441475080538780e-01,1.355333044578105328e-02
3.312011565722156603e-01,-5.111613767589104351e-02,9.043318080953397509e-01,3.312011565722156603e-01,-5.111613767589118229e-02,9.043318080953399729e-01,1.756299910387379426e-02
3.277663210463949151e-01,-4.781337119833026228e-02,9.015600601027033978e-01,3.277663210463949151e-01,-4.781337119833034555e-02,9.015600601027033978e-01,2.134692591376863291e-02
3.250592182375274808e-01,-4.636838650421121200e-02,9.005338529211358578e-01,3.250592182375274253e-01,-4.636838650421115648e-02,9.005338529211358578e-01,2.396566612397441065e-02
