1.291916891382397237e-01,-3.009112857748072641e-03,2.477217855629807453e-01,1.291916891382399735e-01,-3.009112857748078712e-03,2.477217855629808008e-01,4.783015203387197545e-03,4.783015203387197545e-03,4.783015203387197545e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.207071003573813583e-01,-2.777014750142093799e-03,2.329342466465760264e-01,1.207071003573814139e-01,-2.777014750142066911e-03,2.329342466465756378e-01,4.313273818077556498e-03,4.313273818077556498e-03,4.313273818077556498e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.126843439906328181e-01,-2.563172370847991918e-03,2.187900757928365192e-01,1.126843439906329292e-01,-2.563172370848011868e-03,2.187900757928367412e-01,3.868884629031121847e-03,3.868884629031121847e-03,3.868884629031121847e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.052280186055022382e-01,-2.369107379875441937e-03,2.055034912834499405e-01,1.052280186055022382e-01,-2.369107379875457983e-03,2.055034912834495520e-01,3.459607943240516903e-03,3.459607943240627925e-03,3.459607943240627925e-03,1.110223024625156540e-16,1.110223024625156540e-16
9.844808681655700666e-02,-2.196393557520356313e-03,1.933063639437663794e-01,9.844808681655695115e-02,-2.196393557520340267e-03,1.933063639437666015e-01,3.093742763736972989e-03,3.093742763736972989e-03,3.093742763736972989e-03,0.000000000000000000e+00,0.000000000000000000e+00
9.245636252894331997e-02,-2.046610966984637684e-03,1.824405384527417462e-01,9.245636252894345875e-02,-2.046610966984624674e-03,1.824405384527423568e-01,2.777735958236382530e-03,2.777735958236271507e-03,2.777735958236271507e-03,-1.110223024625156540e-16,-1.110223024625156540e-16
8.736185077431572743e-02,-1.921283499799698348e-03,1.731471383260468344e-01,8.736185077431569967e-02,-1.921283499799707889e-03,1.731471383260468344e-01,2.516043055959205077e-03,2.516043055959205077e-03,2.516043055959205077e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.326516129624922380e-02,-1.821801927250393501e-03,1.656533241713237237e-01,8.326516129624915441e-02,-1.821801927250372467e-03,1.656533241713233351e-01,2.311270517071362107e-03,2.311270517071362107e-03,2.311270517071362107e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.025245207348513654e-02,-1.749337980266677623e-03,1.601575779186707182e-01,8.025245207348516430e-02,-1.749337980266681743e-03,1.601575779186704962e-01,2.164565244280103329e-03,2.164565244280103329e-03,2.164565244280103329e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.838956684340118997e-02,-1.704758261904216858e-03,1.568151368239778243e-01,7.838956684340121772e-02,-1.704758261904192138e-03,1.568151368239782129e-01,2.076153373326672380e-03,2.076153373326561358e-03,2.076153373326561358e-03,-1.110223024625156540e-16,-1.110223024625156540e-16
