7.538733028621659449e-02,-2.014728328703388749e-01,9.496317917824156352e-01,7.538733028621662224e-02,-2.014728328703389026e-01,9.496317917824156352e-01,1.354110573938976936e-02,1.354110573938976936e-02,1.354110573938976936e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.908274042859631869e-02,-2.150101796913426178e-01,9.431982969965370112e-01,8.908274042859631869e-02,-2.150101796913426178e-01,9.431982969965372332e-01,1.403589385597553418e-02,1.403589385597553418e-02,1.403589385597553418e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.057928047072639183e-01,-2.296203815101693635e-01,9.394143234544319876e-01,1.057928047072638489e-01,-2.296203815101694468e-01,9.394143234544317655e-01,1.232681217935596707e-02,1.232681217935598095e-02,1.232681217935598095e-02,1.387778780781445676e-17,1.387778780781445676e-17
1.257844417000407444e-01,-2.444100358524471384e-01,9.357294067859021069e-01,1.257844417000407999e-01,-2.444100358524470828e-01,9.357294067859023290e-01,9.911543253327187442e-03,9.911543253327187442e-03,9.911543253327187442e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.492474102438379191e-01,-2.583968427173379268e-01,9.305373585648187840e-01,1.492474102438379746e-01,-2.583968427173378712e-01,9.305373585648190060e-01,7.667463929420928470e-03,7.667463929420928470e-03,7.667463929420928470e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.762917281033111183e-01,-2.706142942693472442e-01,9.233810826515270742e-01,1.762917281033111738e-01,-2.706142942693472442e-01,9.233810826515270742e-01,5.787128751912520852e-03,5.787128751912520852e-03,5.787128751912520852e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.068109432992776275e-01,-2.800120609099627789e-01,9.143054190296230344e-01,2.068109432992776275e-01,-2.800120609099628899e-01,9.143054190296232564e-01,4.225639576414183529e-03,4.225639576414190468e-03,4.225639576414190468e-03,6.938893903907228378e-18,6.938893903907228378e-18
2.403330714253978928e-01,-2.854598445306222865e-01,9.035528682762390407e-01,2.403330714253979206e-01,-2.854598445306222865e-01,9.035528682762388186e-01,2.932347249742006667e-03,2.932347249741999728e-03,2.932347249741999728e-03,-6.938893903907228378e-18,-6.938893903907228378e-18
2.759078400795300090e-01,-2.858795016104539455e-01,8.914957515500319118e-01,2.759078400795300645e-01,-2.858795016104539455e-01,8.914957515500319118e-01,1.935904367667995452e-03,1.935904367667995452e-03,1.935904367667995452e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.120769275452063840e-01,-2.804710200752846827e-01,8.786249825535388247e-01,3.120769275452063285e-01,-2.804710200752846272e-01,8.786249825535388247e-01,1.375496789276786647e-03,1.375496789276786647e-03,1.375496789276786647e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.469765747465154426e-01,-2.689698352947413884e-01,8.655150823526290838e-01,3.469765747465155536e-01,-2.689698352947413884e-01,8.655150823526290838e-01,1.501141238256259447e-03,1.501141238256259447e-03,1.501141238256259447e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.785872700876387609e-01,-2.518386452085504823e-01,8.527429399285764156e-01,3.785872700876386499e-01,-2.518386452085504268e-01,8.527429399285764156e-01,2.640495325260228121e-03,2.640495325260228121e-03,2.640495325260228121e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.050755169876689155e-01,-2.302942901626068850e-01,8.407752332332860679e-01,4.050755169876689155e-01,-2.302942901626069405e-01,8.407752332332858458e-01,5.136720423284502068e-03,5.136720423284488191e-03,5.136720423284488191e-03,-1.387778780781445676e-17,-1.387778780781445676e-17
4.251105644533777483e-01,-2.061284881324460250e-01,8.298644547095332946e-01,4.251105644533779149e-01,-2.061284881324460527e-01,8.298644547095332946e-01,9.280021173753261188e-03,9.280021173753261188e-03,9.280021173753261188e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.380404097320843571e-01,-1.813779223154814990e-01,8.199982844498663326e-01,4.380404097320841350e-01,-1.813779223154813880e-01,8.199982844498661105e-01,1.526033710636814922e-02,1.526033710636816310e-02,1.526033710636816310e-02,1.387778780781445676e-17,1.387778780781445676e-17
4.438927396216362786e-01,-1.579679802392950638e-01,8.109335600805444022e-01,4.438927396216365007e-01,-1.579679802392949806e-01,8.109335600805446242e-01,2.314596325976758795e-02,2.314596325976758795e-02,2.314596325976758795e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.432842764655383627e-01,-1.374460298271990011e-01,8.023349614607320213e-01,4.432842764655383627e-01,-1.374460298271989456e-01,8.023349614607317992e-01,3.284967136611616212e-02,3.284967136611613436e-02,3.284967136611613436e-02,-2.775557561562891351e-17,-2.775557561562891351e-17
4.374092595417644613e-01,-1.208511283343991077e-01,7.940464678025760392e-01,4.374092595417645168e-01,-1.208511283343991216e-01,7.940464678025762613e-01,4.400313122156129797e-02,4.400313122156129797e-02,4.400313122156129797e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.282518315796208785e-01,-1.087038052951705136e-01,7.865070266227909279e-01,4.282518315796208785e-01,-1.087038052951704997e-01,7.865070266227909279e-01,5.567468199547193075e-02,5.567468199547195851e-02,5.567468199547195851e-02,2.775557561562891351e-17,2.775557561562891351e-17
4.188469993083678844e-01,-1.011044513591790733e-01,7.811148205486091456e-01,4.188469993083678844e-01,-1.011044513591791705e-01,7.811148205486093676e-01,6.607438182670055671e-02,6.607438182670058446e-02,6.607438182670058446e-02,2.775557561562891351e-17,2.775557561562891351e-17
4.127413063025860973e-01,-9.798062285774412905e-02,7.798835078839901902e-01,4.127413063025859863e-01,-9.798062285774414293e-02,7.798835078839901902e-01,7.285245815622404253e-02,7.285245815622404253e-02,7.285245815622404253e-02,0.000000000000000000e+00,0.000000000000000000e+00
