1.000000000000000000e+00,9.027022010273773045e-01,6.755918069864462749e-01,4.339264076888169619e-01,2.643182476948451320e-01,1.884959665952296026e-01,1.762380936170688805e-01,1.851223973433975545e-01,1.911310972726139867e-01,1.940145945663382387e-01,2.051048929019070877e-01,2.324313338887014080e-01,2.728658510249977742e-01,3.142751467310214708e-01,3.448583033765911798e-01,3.621589670680829265e-01,3.744380734007779488e-01,3.936728320035566830e-01,4.265171437547633504e-01,4.701889734608024063e-01,5.149259813447873979e-01,5.496348096961894969e-01,5.666476400162586691e-01,5.637069762991165911e-01,5.434238447896950763e-01,5.114191812090946865e-01,4.744833604732054955e-01,4.395284357471453962e-01,4.130803438546859496e-01,4.004459185421241352e-01,4.042007791993132981e-01,4.227484197598010973e-01,4.501584156132996117e-01,4.778141037320725037e-01,4.972693761457228079e-01,5.030600284309233450e-01,4.943367758298519710e-01,4.748036747524791434e-01,4.511662367618791136e-01,4.308248136081190838e-01,4.196944574131419858e-01,4.207741894333550392e-01,4.336549946592747062e-01,4.548478007709090831e-01,4.787347124929867692e-01,4.989646579630090395e-01,5.100668271429795730e-01,5.089355972685476459e-01,4.957681095547633587e-01,4.741150587882693723e-01,4.499461961147232514e-01,4.299562217453055113e-01,4.196171129930449939e-01,4.215941552975512319e-01,4.350241617816558160e-01,4.558540141136561696e-01,4.780880787167992030e-01,4.955297667734710476e-01,5.034984230429158103e-01,5.000559394057603191e-01,4.864442822541907296e-01,4.666569621949054891e-01,4.462892411647501612e-01,4.309867634126737790e-01,4.249066072633341240e-01,4.295994348752986691e-01,4.436136076727689170e-01,4.629304675324646401e-01,4.821103200666401190e-01,4.958260305798105616e-01,5.003489062640000817e-01,4.945668025565860826e-01,4.802526894386034417e-01,4.615204848189681242e-01,4.436369676849874488e-01,4.315364297310927411e-01,4.284587419250363571e-01,4.350857763859351524e-01,4.494030630392593095e-01,4.673084226813502551e-01
1.000000000000000000e+00,9.033483241949135101e-01,6.750987905437976222e-01,4.283636552395067576e-01,2.513894567863078633e-01,1.687700684561799780e-01,1.513662430243625789e-01,1.558854128742055423e-01,1.574548915429166973e-01,1.563150936292254378e-01,1.652394936198111064e-01,1.934952664262138133e-01,2.381375560501671762e-01,2.859916690581350007e-01,3.235976501453252108e-01,3.473368353159453914e-01,3.655257925759654580e-01,3.909730308640171348e-01,4.307360310478136611e-01,4.812892629672633205e-01,5.314192397973933613e-01,5.689299886506831161e-01,5.860900961643169538e-01,5.815106853320783920e-01,5.589529809250856074e-01,5.247756648057498863e-01,4.857783444920635296e-01,4.484073717200754983e-01,4.188853026232692289e-01,4.028781442503854282e-01,4.039029923842604730e-01,4.212870076722768919e-01,4.493925600445291546e-01,4.791064618140358777e-01,5.010460677534628315e-01,5.089212984872578671e-01,5.015551129949277209e-01,4.828539770018698829e-01,4.599746492544363186e-01,4.406439802765648728e-01,4.307716775698357536e-01,4.330968017556153793e-01,4.469501760867486961e-01,4.687849407092499754e-01,4.931272527303737219e-01,5.138031041261194032e-01,5.253732643942359282e-01,5.245702600588660891e-01,5.113469512814092788e-01,4.891148747690004517e-01,4.639454647907175211e-01,4.428678930012232007e-01,4.317716970938375587e-01,4.336244177565775071e-01,4.476204502427743592e-01,4.695221116451806509e-01,4.930174620780631844e-01,5.116022173204242129e-01,5.203943160453301520e-01,5.173876115630851036e-01,5.038628394103467079e-01,4.839161529452410959e-01,4.632782864729856898e-01,4.477474608684356983e-01,4.416338558186482799e-01,4.466088925547820887e-01,4.612638700281986859e-01,4.815108788667693540e-01,5.017320296706813121e-01,5.163630198281256023e-01,5.214598041391138583e-01,5.157952727143497729e-01,5.011714246744704004e-01,4.818668366771656220e-01,4.633935418092849923e-01,4.509328191986237688e-01,4.478993358638415079e-01,4.550308697213808484e-01,4.702403015307119460e-01,4.892493444380759393e-01
1.000000000000000000e+00,9.039773020395269754e-01,6.749207278658984066e-01,4.238405357575590893e-01,2.402277721837030589e-01,1.513019905441648216e-01,1.291233482109947484e-01,1.297478123779116921e-01,1.274954579772822061e-01,1.229287421862106239e-01,1.299940184265478138e-01,1.590160881395672743e-01,2.073289073319766196e-01,2.611088147251134917e-01,3.057007374467865524e-01,3.365709531181605985e-01,3.620215143635657773e-01,3.954052648199385400e-01,4.438177130081938926e-01,5.026437415861025881e-01,5.589940352292149806e-01,5.995669986085696568e-01,6.167930867841183717e-01,6.104854806189388139e-01,5.858327901551152461e-01,5.500398831569148772e-01,5.098238918800184205e-01,4.709237061779529276e-01,4.389943654345866975e-01,4.199244703430403125e-01,4.182295793291679886e-01,4.343411354697701010e-01,4.630844498947230825e-01,4.949323754241515827e-01,5.195856377065165566e-01,5.299574565443915253e-01,5.246212623398442965e-01,5.077841430858383021e-01,4.870889476613138314e-01,4.704747499015649037e-01,4.635641529117173198e-01,4.684780821373573101e-01,4.840186843396887539e-01,5.065415451391469537e-01,5.309272477150330793e-01,5.515342855033900094e-01,5.632945026077949002e-01,5.629740557287709057e-01,5.502903675801705807e-01,5.283803247770079148e-01,5.032234418720754610e-01,4.820079524045148833e-01,4.709166444056673839e-01,4.731421112330080891e-01,4.878992316579016109e-01,5.107830522280156771e-01,5.352634744842806880e-01,5.547133348071898729e-01,5.642812712006328724e-01,5.620930691863005313e-01,5.495503366718262894e-01,5.307666023623469620e-01,5.113707340135077439e-01,4.970024179581347679e-01,4.918485633634304688e-01,4.975518974598931443e-01,5.127650075177199174e-01,5.334984340947446224e-01,5.542120641383874169e-01,5.693719387337110582e-01,5.750284552860632781e-01,5.699438825896937511e-01,5.559274774716145284e-01,5.372818171738944493e-01,5.195381288993867752e-01,5.078688339761151527e-01,5.056458721407204315e-01,5.135478207326853450e-01,5.294416878759102829e-01,5.490405604176978871e-01
1.000000000000000000e+00,9.045824276562897115e-01,6.750322499297451984e-01,4.203358638697537453e-01,2.308515690746767990e-01,1.361589156581657911e-01,1.096265040410929342e-01,1.069125421714229168e-01,1.016086968390502721e-01,9.440484100222509833e-02,1.000612754957648232e-01,1.296687800351005171e-01,1.808729097825816368e-01,2.396359480296950117e-01,2.907045153221667899e-01,3.290058575656594764e-01,3.627884331081095426e-01,4.055954590043481245e-01,4.641127720785216959e-01,5.322702832744200530e-01,5.953322444775752675e-01,6.389709642601517636e-01,6.560566132411660423e-01,6.479230789837311377e-01,6.213902601568882522e-01,5.845394258574392321e-01,5.438872099413445405e-01,5.042579693105414540e-01,4.705271519625692789e-01,4.486883845629577316e-01,4.442847893988159935e-01,4.589805856899957792e-01,4.881907203092399894e-01,5.220446844767094863e-01,5.493705984869649006e-01,5.623589264565912460e-01,5.594510457049522989e-01,5.452692718393162830e-01,5.279737298111246702e-01,5.155916238586915057e-01,5.131684347390482737e-01,5.218405445619225258e-01,5.396030057899923182e-01,5.626665609683333402e-01,5.864754995981764640e-01,6.062803130777738581e-01,6.177275768744234785e-01,6.178126734639929341e-01,6.060211314356477308e-01,5.850710500732295705e-01,5.606510946874255774e-01,5.399392322630504060e-01,5.293061345947872587e-01,5.321144484914823725e-01,5.475731818666833561e-01,5.711192325046867690e-01,5.960808180619853180e-01,6.158713485030439250e-01,6.258933991368362815e-01,6.246121463148821551e-01,6.136498030691415195e-01,5.970676109124621878e-01,5.801583541956280010e-01,5.680813283107665201e-01,5.646077728856094824e-01,5.711926684145189892e-01,5.865706596627457969e-01,6.070289786944241817e-01,6.273706518607476967e-01,6.423602296631113484e-01,6.482434777563154116e-01,6.438639615921250003e-01,6.310093180069117347e-01,6.138695848835352686e-01,5.977835199071607208e-01,5.876762317213339859e-01,5.866711275096115896e-01,5.952737237482441657e-01,6.113242002878017667e-01,6.306831860661140654e-01
1.000000000000000000e+00,9.051574669069964996e-01,6.754077709550802000e-01,4.178226854127046197e-01,2.232661363918275743e-01,1.233897007924960737e-01,9.296756166383164655e-02,8.754210912539937828e-02,8.008658290487699616e-02,7.120639728411799763e-02,7.604119690085911487e-02,1.060545559701193685e-01,1.591663851812957775e-01,2.215760154653494129e-01,2.781319155903796414e-01,3.237123476881731965e-01,3.665079786262880335e-01,4.198441022894603414e-01,4.894838701402330350e-01,5.675397788310707625e-01,6.373395477250940466e-01,6.837110222265325721e-01,7.002965712881995541e-01,6.902379232338938797e-01,6.620875435530093611e-01,6.247262378705982222e-01,5.843150176531249906e-01,5.446081257660015940e-01,5.095743157596340778e-01,4.852364765575197247e-01,4.781611256436975044e-01,4.912937786800870010e-01,5.206933463885228264e-01,5.561920065067147423e-01,5.858196128767858557e-01,6.011770961657725287e-01,6.007379142517232928e-01,5.896614209527802908e-01,5.766333321826300207e-01,5.696256894146147776e-01,5.728263837664067104e-01,5.860552267773821988e-01,6.062580817370718522e-01,6.294707642086151411e-01,6.519011080155746596e-01,6.700201847817208733e-01,6.804941134665243307e-01,6.807114801493439060e-01,6.699132281751628559e-01,6.502526820380460926e-01,6.269369374419929697e-01,6.069826323818395819e-01,5.968727486557804385e-01,6.001204403349339467e-01,6.159293187143931592e-01,6.395910790985699368e-01,6.643456839804335878e-01,6.837693476582400454e-01,6.936991847544051737e-01,6.931201419012626985e-01,6.839730387774366482e-01,6.702185683214791911e-01,6.566115576991257141e-01,6.475388147232777891e-01,6.460840645638006308e-01,6.533677018957091409e-01,6.682331948593907001e-01,6.874208166658282160e-01,7.063275263396381343e-01,7.202547743277269987e-01,7.258040181534668456e-01,7.219529778803673858e-01,7.104177047233581899e-01,6.951489081678748905e-01,6.811229925326315326e-01,6.728397387201218161e-01,6.730248737003031723e-01,6.819292118469519881e-01,6.973827275569601802e-01,7.155159771073646979e-01
1.000000000000000000e+00,9.056967182209032519e-01,6.760220200727995454e-01,4.162694167604755191e-01,2.174652784229094415e-01,1.130273797229977006e-01,7.921707025279445258e-02,7.176219541941715463e-02,6.315556813129183378e-02,5.369838521872334625e-02,5.841964033941401957e-02,8.868108369657073942e-02,1.425714251206018635e-01,2.069678812075273489e-01,2.675833161444110542e-01,3.198229055707008106e-01,3.718493741701474620e-01,4.363271665404272470e-01,5.175452813154046705e-01,6.054655403455601048e-01,6.814885676674387049e-01,7.298878859170478961e-01,7.454587189529642277e-01,7.333926729651344401e-01,7.039584148161509569e-01,6.666390400150359330e-01,6.270412254715731493e-01,5.877521492882812337e-01,5.518106496110759540e-01,5.252514279536452113e-01,5.156270218615691681e-01,5.271164775408168079e-01,5.563841420335010612e-01,5.929737243253496715e-01,6.242199349541975861e-01,6.413316313627751564e-01,6.430282723404395773e-01,6.351302051806135829e-01,6.268231221089769489e-01,6.258571931763742269e-01,6.353074238367326654e-01,6.534148045112675440e-01,6.759090972516664797e-01,6.986606033009398198e-01,7.188264265856315616e-01,7.343687151341434793e-01,7.432041222457991259e-01,7.432200132201629561e-01,7.333747483255778077e-01,7.151144543271575893e-01,6.929921894069517307e-01,6.737367218564574989e-01,6.639001989340146404e-01,6.671676643331718726e-01,6.827753617520566642e-01,7.058979394711868416e-01,7.297200464766693262e-01,7.480491347935704916e-01,7.572687321456139653e-01,7.570080662941364169e-01,7.496064452468310657e-01,7.389035588169101665e-01,7.289746862270304328e-01,7.232087726849072418e-01,7.237812517528779965e-01,7.313575783919381568e-01,7.449202796799226922e-01,7.618230173365240221e-01,7.782738783654545855e-01,7.903000276301305194e-01,7.949591635782592425e-01,7.913593515547812096e-01,7.810615543497719804e-01,7.676590801896853167e-01,7.556531696514896534e-01,7.490307557361701729e-01,7.500624080389075576e-01,7.587203439435568075e-01,7.728433145698937468e-01,7.889016719853374493e-01
1.000000000000000000e+00,9.061950670144689468e-01,6.768505260208776964e-01,4.156410241840179376e-01,2.134329313413587115e-01,1.050914650781677728e-01,6.842778948584737897e-02,5.966514742925574377e-02,5.097584788061286509e-02,4.213777153652146362e-02,4.754815882698082419e-02,7.793973506433790610e-02,1.314071786222168192e-01,1.959124023280073845e-01,2.588091103950413974e-01,3.166511636426750931e-01,3.776312002114487476e-01,4.533009530690899624e-01,5.459209301529994729e-01,6.430257616172876389e-01,7.242076600922008334e-01,7.735755430714926772e-01,7.874887655627537120e-01,7.733748986538127035e-01,7.430867377245529148e-01,7.063982391019637541e-01,6.681197388431906470e-01,6.296289177769566203e-01,5.931153864358411631e-01,5.646724142322636641e-01,5.527736513129533069e-01,5.626888189768958215e-01,5.915536107996910431e-01,6.285881663096989369e-01,6.605521860965263281e-01,6.785106403350054105e-01,6.816842225649005771e-01,6.766799875865892044e-01,6.731288077244304002e-01,6.783767021061414271e-01,6.941694445188554274e-01,7.169972341940746841e-01,7.413020810686323792e-01,7.628471667047684868e-01,7.799060978679031031e-01,7.921314161083470307e-01,7.988325145935484262e-01,7.984308651098919185e-01,7.895324372176589778e-01,7.727374495285651568e-01,7.517932190187781583e-01,7.330387356441950830e-01,7.230820503096044849e-01,7.258409616372585305e-01,7.406638795968951694e-01,7.626580565994132144e-01,7.849671414054403273e-01,8.016373313648227361e-01,8.096276986344772553e-01,8.092666034719161461e-01,8.033480343832186676e-01,7.956061910651558433e-01,7.893759146988886810e-01,7.869136254717740142e-01,7.893330073743988207e-01,7.967531715474218679e-01,8.083204964706448559e-01,8.221341312270251667e-01,8.353874716935227873e-01,8.449675096672373265e-01,8.484255655454059353e-01,8.449347241765604588e-01,8.357769353768909060e-01,8.240732275549762509e-01,8.137952123681624350e-01,8.084305800400940489e-01,8.098449576760494706e-01,8.177782741783486964e-01,8.301000085862402234e-01,8.436248718942448432e-01
1.000000000000000000e+00,9.066480341102284290e-01,6.778700968492926693e-01,4.159002020366080465e-01,2.111446487027368868e-01,9.958968911434312732e-02,6.063734556934854969e-02,5.131289956511876638e-02,4.364127228327636249e-02,3.666581500935674198e-02,4.362628161261210974e-02,7.408167079404545663e-02,1.259318278080192588e-01,1.885774699984046066e-01,2.517522114645375231e-01,3.137781057083114944e-01,3.829528801176425024e-01,4.692829957953291720e-01,5.724850861576974426e-01,6.774734647871927251e-01,7.622589758102633617e-01,8.112512472941503239e-01,8.227874051356494078e-01,8.066519927037950621e-01,7.760517632033209212e-01,7.406519548279832943e-01,7.041899489984557725e-01,6.668313475951257452e-01,6.300802021321816326e-01,6.001921169995803051e-01,5.864815299029350060e-01,5.950939934760002270e-01,6.234265286693468910e-01,6.602984325139451549e-01,6.920099150027743118e-01,7.097467621121213988e-01,7.135032734371338226e-01,7.108018852589204073e-01,7.116568216860510443e-01,7.228376312078540478e-01,7.445980737685881090e-01,7.715963792622825279e-01,7.970015669768246713e-01,8.165666413369625509e-01,8.298261555531575295e-01,8.382561830735905106e-01,8.426224105938425746e-01,8.418515768793317644e-01,8.340932823091398163e-01,8.189584494313174590e-01,7.992500125826794699e-01,7.808356652372219209e-01,7.703941657147796995e-01,7.721766199628886662e-01,7.857643244963841145e-01,8.062655830990562711e-01,8.267726955536691680e-01,8.415107648874700086e-01,8.479589281626043196e-01,8.471349580252810485e-01,8.423306683964900676e-01,8.372380912866377312e-01,8.344804840112022282e-01,8.351407463220203997e-01,8.391800394009085728e-01,8.460986014470137651e-01,8.552161064827558112e-01,8.654767791646674757e-01,8.751939528482371999e-01,8.822022143688871276e-01,8.845291114981503888e-01,8.812901243436608301e-01,8.733221926928780299e-01,8.631561886365414216e-01,8.542306006322384349e-01,8.496430948999231791e-01,8.510089463633591089e-01,8.579489668663442536e-01,8.683827937753494375e-01,8.794022278415606353e-01
1.000000000000000000e+00,9.070518176042129399e-01,6.790592444847203257e-01,4.170083994795199533e-01,2.105690164817171917e-01,9.651951582259085671e-02,5.586995387405208069e-02,4.673877169074180937e-02,4.117951938866817180e-02,3.730327342478971520e-02,4.668837341070691122e-02,7.719588232483177992e-02,1.263174191729504181e-01,1.851817497443636884e-01,2.465552996238274952e-01,3.110945163686476000e-01,3.872800481608760781e-01,4.831880979395679621e-01,5.955575506268677710e-01,7.065954836584670273e-01,7.930557145515203521e-01,8.401538998430606586e-01,8.485858847465372889e-01,8.305415625556522574e-01,8.002813683358118713e-01,7.669144489566483980e-01,7.328104132777971680e-01,6.969387069808528068e-01,6.603276646121555293e-01,6.295380521231980220e-01,6.146461514007385274e-01,6.224268486186961269e-01,6.502911023553382686e-01,6.865506009813929778e-01,7.171325496572189540e-01,7.335767306390749143e-01,7.369018822049369088e-01,7.356753584779253119e-01,7.402574703182751570e-01,7.567159744587196313e-01,7.837185448439332180e-01,8.140876054034632547e-01,8.397899861759309248e-01,8.566755064478418502e-01,8.656514457990720501e-01,8.700994512112713020e-01,8.722558707703290670e-01,8.714835079506770832e-01,8.653415588846090634e-01,8.522921965971530511e-01,8.340554995421036732e-01,8.159614291915108231e-01,8.048032848085248103e-01,8.053056335904681395e-01,8.174403357638644341e-01,8.363945345990112523e-01,8.551633376772730388e-01,8.680190505742096940e-01,8.728294152308639919e-01,8.712481475843981693e-01,8.671169799099891495e-01,8.642076691931072085e-01,8.645451003694911707e-01,8.680739120116217622e-01,8.735533148252014879e-01,8.797932549597399232e-01,8.862725721271236257e-01,8.928516193170354942e-01,8.990725186916005418e-01,9.037766352295868444e-01,9.054115485239739858e-01,9.028665756931517627e-01,8.963306262725765361e-01,8.876204332430943644e-01,8.796769314732857392e-01,8.753943478740728867e-01,8.763768851237316859e-01,8.822899734416801421e-01,8.911113910331920351e-01,9.000721656515698887e-01
1.000000000000000000e+00,9.074033277080586490e-01,6.803985614032516116e-01,4.189268447006040397e-01,2.116688047385633931e-01,9.586883130439596834e-02,5.413682236536074277e-02,4.594822301451367830e-02,4.355280718623141117e-02,4.394922342128330245e-02,5.659707071450583576e-02,8.719291916556184963e-02,1.326222876317074417e-01,1.859613117993428322e-01,2.435344821252356240e-01,3.087973426103413632e-01,3.904774804137693955e-01,4.944076591223697248e-01,6.140341680359044929e-01,7.288923570658267792e-01,8.148821196568235559e-01,8.585294177495538248e-01,8.632000524170494460e-01,8.434583373688046004e-01,8.142791452531804586e-01,7.837666920485740762e-01,7.526319424119781720e-01,7.186617165907225324e-01,6.826219277927682016e-01,6.515364384166906220e-01,6.361825569710463091e-01,6.437339418551644155e-01,6.713797166992517829e-01,7.068088836562546051e-01,7.356137487193153968e-01,7.498415696195789293e-01,7.517209466387244632e-01,7.509857746702153225e-01,7.583579766756701757e-01,7.791615971633994997e-01,8.104656233128190168e-01,8.433097408837396669e-01,8.685466355572163399e-01,8.822057274183305875e-01,8.866334861243021503e-01,8.871621978223208638e-01,8.874962441956016912e-01,8.873550113282809848e-01,8.835556069308128091e-01,8.732315282740495954e-01,8.568739559489402247e-01,8.392225954061208748e-01,8.272599244511585903e-01,8.263605439011078024e-01,8.370701105108590001e-01,8.547283526825387723e-01,8.721437553766131501e-01,8.834356165992998111e-01,8.866705091995933374e-01,8.840674801866628130e-01,8.801006250400806863e-01,8.788042447454278427e-01,8.817833789313186399e-01,8.879260254319980561e-01,8.947543599701470729e-01,9.003016979414455445e-01,9.041646284258193500e-01,9.071694470634774632e-01,9.101855435814759643e-01,9.131107974729611998e-01,9.147372358087767497e-01,9.135307256683058430e-01,9.088046875874249420e-01,9.015343621720218747e-01,8.942253756859341873e-01,8.898062175390565320e-01,8.901632025487896671e-01,8.951976132016353782e-01,9.029349668071293689e-01,9.105480966826211553e-01
