1.517787895334887227e-01,-1.874914458943095774e-01,6.026510760888522666e-01,1.517787895334887782e-01,-1.874914458943095497e-01,6.026510760888522666e-01,2.734925656945383921e-01,2.734925656945383921e-01,2.734925656945383921e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.602951491652106819e-01,-2.894705523701956995e-01,9.158710520679649303e-01,2.602951491652106264e-01,-2.894705523701958105e-01,9.158710520679647082e-01,3.916923822239314068e-03,3.916923822239310599e-03,3.916923822239310599e-03,-3.469446951953614189e-18,-3.469446951953614189e-18
2.891447436563134854e-01,-2.880864549758881399e-01,9.066271088524896493e-01,2.891447436563134299e-01,-2.880864549758881954e-01,9.066271088524896493e-01,4.055102450838031503e-03,4.055102450838034972e-03,4.055102450838034972e-03,3.469446951953614189e-18,3.469446951953614189e-18
3.188515924682887581e-01,-2.831083728669900323e-01,8.971085187133147620e-01,3.188515924682889802e-01,-2.831083728669900879e-01,8.971085187133149841e-01,4.104050298338234037e-03,4.104050298338234037e-03,4.104050298338234037e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.486947669954632012e-01,-2.742872123487534730e-01,8.875453031260860381e-01,3.486947669954633122e-01,-2.742872123487534175e-01,8.875453031260860381e-01,4.065271833259685719e-03,4.065271833259689188e-03,4.065271833259689188e-03,3.469446951953614189e-18,3.469446951953614189e-18
3.778531733002568616e-01,-2.615981418651881496e-01,8.781997494922968439e-01,3.778531733002567505e-01,-2.615981418651880386e-01,8.781997494922966219e-01,3.954588560586162760e-03,3.954588560586162760e-03,3.954588560586162760e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.054791816227391599e-01,-2.452818920922718582e-01,8.693428354609030739e-01,4.054791816227391599e-01,-2.452818920922719137e-01,8.693428354609035180e-01,3.802852697782736768e-03,3.802852697782740238e-03,3.802852697782740238e-03,3.469446951953614189e-18,3.469446951953614189e-18
4.307883960152344982e-01,-2.258502528066607395e-01,8.612254182189681417e-01,4.307883960152344427e-01,-2.258502528066607951e-01,8.612254182189681417e-01,3.653785766974407268e-03,3.653785766974400329e-03,3.653785766974400329e-03,-6.938893903907228378e-18,-6.938893903907228378e-18
4.531476732930297957e-01,-2.040491126118325060e-01,8.540499310874828387e-01,4.531476732930297402e-01,-2.040491126118325615e-01,8.540499310874830607e-01,3.559069935130720896e-03,3.559069935130713958e-03,3.559069935130713958e-03,-6.938893903907228378e-18,-6.938893903907228378e-18
4.721416489319536502e-01,-1.807840936537150611e-01,8.479489373259083695e-01,4.721416489319535947e-01,-1.807840936537150611e-01,8.479489373259081475e-01,3.571737436440833302e-03,3.571737436440826363e-03,3.571737436440826363e-03,-6.938893903907228378e-18,-6.938893903907228378e-18
4.876033057851240082e-01,-1.570247933884298119e-01,8.429752066115704379e-01,4.876033057851239527e-01,-1.570247933884297842e-01,8.429752066115704379e-01,3.739480426476093911e-03,3.739480426476086972e-03,3.739480426476086972e-03,-6.938893903907228378e-18,-6.938893903907228378e-18
4.996045572825083547e-01,-1.337089385134840880e-01,8.391046330619873483e-01,4.996045572825085213e-01,-1.337089385134841157e-01,8.391046330619875704e-01,4.099440378575597288e-03,4.099440378575597288e-03,4.099440378575597288e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.084137561109607351e-01,-1.116653896915372896e-01,8.362497986556302054e-01,5.084137561109608461e-01,-1.116653896915373312e-01,8.362497986556304275e-01,4.675387001311093194e-03,4.675387001311086255e-03,4.675387001311086255e-03,-6.938893903907228378e-18,-6.938893903907228378e-18
5.144340258968967960e-01,-9.156686944880201851e-02,8.342797358096666338e-01,5.144340258968969071e-01,-9.156686944880199075e-02,8.342797358096668559e-01,5.477321619437855449e-03,5.477321619437855449e-03,5.477321619437855449e-03,0.000000000000000000e+00,0.000000000000000000e+00
