-4.550448927013069078e-04,-2.278864822632562306e-02,6.840234827035218679e-04,-4.550448927006095490e-04,-2.278864822632604981e-02,6.840234827039659571e-04,2.343211081529277262e-01,9.545361039317312724e-02,1.388674977597545990e-01
-7.671576614774555745e-04,-3.919286204457370082e-02,1.153094663699727462e-03,-7.671576614774982920e-04,-3.919286204457349265e-02,1.153094663699671951e-03,3.836518591824322755e-04,7.396161327832828647e-08,3.835778975691539472e-04
-7.371467308781762783e-04,-3.841772778143051625e-02,1.107895842473755055e-03,-7.371467308782755912e-04,-3.841772778143030809e-02,1.107895842473477499e-03,3.686401198490507625e-04,6.827330412129128945e-08,3.685718465449294712e-04
-7.083318055489987945e-04,-3.765853126737339629e-02,1.064504367698143605e-03,-7.083318055489435001e-04,-3.765853126737370160e-02,1.064504367698143605e-03,3.542264689258001198e-04,6.302662947099690882e-08,3.541634422963291229e-04
-6.806770508803754085e-04,-3.691527653479212412e-02,1.022865594598909578e-03,-6.806770508803645665e-04,-3.691527653479181881e-02,1.022865594599020600e-03,3.403930259315846030e-04,5.818915393973611572e-08,3.403348367776448669e-04
-6.541473567821255415e-04,-3.618796738299755178e-02,9.829260179289034394e-04,-6.541473567821021228e-04,-3.618796738299769056e-02,9.829260179289034394e-04,3.271222667136086670e-04,5.373062816893536819e-08,3.270685360854397317e-04
-6.287083402463969871e-04,-3.547660738797793478e-02,9.446332731939399707e-04,-6.287083402461765688e-04,-3.547660738797793478e-02,9.446332731941620153e-04,3.143970252932337672e-04,4.962285871101812518e-08,3.143474024345227491e-04
-6.043263477865187415e-04,-3.478119991225846197e-02,9.079361378034889185e-04,-6.043263477865158141e-04,-3.478119991225865626e-02,9.079361378031003404e-04,3.022004956085844185e-04,4.583958812531818694e-08,3.021546560204591003e-04
-5.809684577622563351e-04,-3.410174811422206353e-02,8.727845321258032030e-04,-5.809684577623374334e-04,-3.410174811422216068e-02,8.727845321257476918e-04,2.905162331670041453e-04,4.235637396377001096e-08,2.904738767930403753e-04
-5.586024825879723531e-04,-3.343825495722888008e-02,8.391295204745463643e-04,-5.586024825882198765e-04,-3.343825495722860947e-02,8.391295204743243197e-04,2.793281566011440731e-04,3.915048307767676761e-08,2.792890061180663963e-04
-5.371969708181494876e-04,-3.279072321843221755e-02,8.069233120102659029e-04,-5.371969708181879768e-04,-3.279072321843209958e-02,8.069233120103769252e-04,2.686205491351234542e-04,3.620078370403234658e-08,2.685843483514194219e-04
-5.167212091230161466e-04,-3.215915549731842432e-02,7.761192615781675741e-04,-5.167212091229955468e-04,-3.215915549731822309e-02,7.761192615783341076e-04,2.583780599729745830e-04,3.348764554544914063e-08,2.583445723274291339e-04
-4.971452241893479108e-04,-3.154355422395878350e-02,7.466718704743358082e-04,-4.971452241896935544e-04,-3.154355422395870023e-02,7.466718704742802970e-04,2.485857055987139574e-04,3.099284784369160661e-08,2.485547127508702658e-04
-4.784397844791578400e-04,-3.094392166698479302e-02,7.185367871481718183e-04,-4.784397844789613284e-04,-3.094392166698502200e-02,7.185367871483938629e-04,2.392288710024725873e-04,2.869948767525443145e-08,2.392001715147973329e-04
-4.605764019267710296e-04,-3.036025994128319083e-02,6.916708078485711564e-04,-4.605764019263441250e-04,-3.036025994128345451e-02,6.916708078487932010e-04,2.302933108329074940e-04,2.659189468623424091e-08,2.302667189382212598e-04
-4.435273335167501168e-04,-2.979257101539839123e-02,6.660318772073736682e-04,-4.435273335166309088e-04,-2.979257101539842245e-02,6.660318772073736682e-04,2.217651504752282676e-04,2.465555359876248076e-08,2.217404949216295051e-04
-4.272655828160292933e-04,-2.924085671866397118e-02,6.415790887733530123e-04,-4.272655828159851663e-04,-2.924085671866438058e-02,6.415790887731309677e-04,2.136308870632763757e-04,2.287702649539369304e-08,2.136080100367809820e-04
-4.117649013530934104e-04,-2.870511874804969332e-02,6.182726854942199868e-04,-4.117649013529681851e-04,-2.870511874805006108e-02,6.182726854941644756e-04,2.058773904287658496e-04,2.124388176483194002e-08,2.058561465470010177e-04
-3.969997899815102052e-04,-2.818535867471987089e-02,5.960740601520797544e-04,-3.969997899816422610e-04,-2.818535867471973558e-02,5.960740601521907767e-04,1.984919039867971691e-04,1.974462771059393162e-08,1.984721593590865751e-04
-3.829455001420727089e-04,-2.768157795031814944e-02,5.749457557541193253e-04,-3.829455001420791057e-04,-2.768157795031814944e-02,5.749457557541193253e-04,1.914620455596427462e-04,1.836864793602899226e-08,1.914436769117067172e-04
-3.695780350389090210e-04,-2.719377791296891111e-02,5.548514658808290090e-04,-3.695780350390196096e-04,-2.719377791296849825e-02,5.548514658805514532e-04,1.847758081514605522e-04,1.710614228045415075e-08,1.847587020091800980e-04
-3.568741507527739510e-04,-2.672195979299414603e-02,5.357560349965595492e-04,-3.568741507529745284e-04,-2.672195979299430910e-02,5.357560349961709711e-04,1.784215606648320573e-04,1.594806930960146474e-08,1.784056125955224559e-04
-3.448113572998365165e-04,-2.626612471835203244e-02,5.176254587240525229e-04,-3.448113572998941960e-04,-2.626612471835189019e-02,5.176254587239970117e-04,1.723880485700046705e-04,1.488609790989414705e-08,1.723731624720947764e-04
-3.333679196049759309e-04,-2.582627371979374226e-02,5.004268840850811806e-04,-3.333679196050163174e-04,-2.582627371979369368e-02,5.004268840849701583e-04,1.666643945235080082e-04,1.391255133320612458e-08,1.666504819721748021e-04
-3.225228584320142741e-04,-2.540240773573993610e-02,4.841286097078401074e-04,-3.225228584318042100e-04,-2.540240773573985977e-02,4.841286097077845962e-04,1.612400989436935106e-04,1.302036545247631238e-08,1.612270785782410343e-04
-3.122559512415403957e-04,-2.499452761687429719e-02,4.687000860080503539e-04,-3.122559512416259934e-04,-2.499452761687431454e-02,4.687000860081613762e-04,1.561050405438635380e-04,1.220304546301065329e-08,1.560928374984005274e-04
-3.025477329874566080e-04,-2.460263413046073072e-02,4.541119153422812360e-04,-3.025477329877128592e-04,-2.460263413046085562e-02,4.541119153418371468e-04,1.512494768252103938e-04,1.145462147356113292e-08,1.512380222037368327e-04
-2.933794969054848286e-04,-2.422672796437415343e-02,4.403358521333222697e-04,-2.933794969058077040e-04,-2.422672796437402160e-02,4.403358521328781805e-04,1.466640445297873185e-04,1.076961431145662118e-08,1.466532749154758619e-04
-2.847332951766223070e-04,-2.386680973085852225e-02,4.273448029780968493e-04,-2.847332951768975860e-04,-2.386680973085852919e-02,4.273448029777082713e-04,1.423397600599507484e-04,1.014299710888622030e-08,1.423296170628418622e-04
-2.765919396091815526e-04,-2.352287996999822758e-02,4.151128267290693508e-04,-2.765919396090251023e-04,-2.352287996999847391e-02,4.151128267292358842e-04,1.382680198627195267e-04,9.570166437100624535e-09,1.382584496962824261e-04
-2.689390022278766775e-04,-2.319493915291387376e-02,4.036151345602478901e-04,-2.689390022279406454e-04,-2.319493915291379049e-02,4.036151345601368678e-04,1.344406007868226283e-04,9.046907223364542006e-09,1.344315538795992637e-04
-2.617588158735143747e-04,-2.288298768467725633e-02,3.928280900106495555e-04,-2.617588158733250188e-04,-2.288298768467732225e-02,3.928280900106495555e-04,1.308496604019993015e-04,8.569366105604103723e-09,1.308410910358936974e-04
-2.550364746901124559e-04,-2.258702590694527251e-02,3.827292090152201176e-04,-2.550364746900308155e-04,-2.258702590694536272e-02,3.827292090152756288e-04,1.274877373000915526e-04,8.134025453188087340e-09,1.274796032746383645e-04
-2.487578346291399473e-04,-2.230705410031882246e-02,3.732971599188783518e-04,-2.487578346292424044e-04,-2.230705410031867675e-02,3.732971599188228407e-04,1.243477513623858499e-04,7.737679386110585256e-09,1.243400136829997393e-04
-2.429095139131750376e-04,-2.204307248641704589e-02,3.645117634760719483e-04,-2.429095139130576456e-04,-2.204307248641677180e-02,3.645117634761274594e-04,1.214230040071928585e-04,7.377407129638413608e-09,1.214156266000632201e-04
-2.374788934309933638e-04,-2.179508122967736133e-02,3.563539928378711696e-04,-2.374788934310600964e-04,-2.179508122967753134e-02,3.563539928378711696e-04,1.187071784152227139e-04,7.050558581411792147e-09,1.187001278566413021e-04
-2.324541171154698225e-04,-2.156308043887439352e-02,3.488059735269055661e-04,-2.324541171154593600e-04,-2.156308043887462250e-02,3.488059735269055661e-04,1.161943397329778804e-04,6.754730552671617261e-09,1.161875850024252088e-04
-2.278240923115438317e-04,-2.134707016836250720e-02,3.418509834019201055e-04,-2.278240923116185332e-04,-2.134707016836233026e-02,3.418509834019756166e-04,1.138789352503888352e-04,6.487749226735672892e-09,1.138724475011620996e-04
-2.235784900937578330e-04,-2.114705041903522376e-02,3.354734526105074277e-04,-2.235784900938117721e-04,-2.114705041903514743e-02,3.354734526105074277e-04,1.117557945742309045e-04,6.247656170188520264e-09,1.117495469180607159e-04
-2.197077455349597517e-04,-2.096302113901343800e-02,3.296589635332081158e-04,-2.197077455352424032e-04,-2.096302113901363923e-02,3.296589635329305601e-04,1.098201297715650782e-04,6.032693011803758054e-09,1.098140970785532744e-04
-2.162030579893681800e-04,-2.079498222404907448e-02,3.243942507173691592e-04,-2.162030579895282624e-04,-2.079498222404904673e-02,3.243942507175912038e-04,1.080675355056293085e-04,5.841288786001541666e-09,1.080616942168433070e-04
-2.130563913384285555e-04,-2.064293351765551787e-02,3.196672008047851676e-04,-2.130563913384573411e-04,-2.064293351765562196e-02,3.196672008048961899e-04,1.064939891470828570e-04,5.672044167681633553e-09,1.064883171029151754e-04
-2.102604741810352670e-04,-2.050687481095739284e-02,3.154668524466552881e-04,-2.102604741812577182e-04,-2.050687481095758019e-02,3.154668524459891543e-04,1.050958508870269981e-04,5.523726809286699790e-09,1.050903271602177114e-04
-2.078088000401211470e-04,-2.038680584226475190e-02,3.117833962118510271e-04,-2.078088000399695213e-04,-2.038680584226486639e-02,3.117833962117400048e-04,1.038698638240465044e-04,5.395256685858385026e-09,1.038644685673606460e-04
-2.056956275190939944e-04,-2.028272629636802479e-02,3.086081744909652258e-04,-2.056956275187888186e-04,-2.028272629636796581e-02,3.086081744912427816e-04,1.028131540432575264e-04,5.285700765966794279e-09,1.028078683424915596e-04
-2.039159804736265659e-04,-2.019463580355791363e-02,3.059336813855395576e-04,-2.039159804735659318e-04,-2.019463580355773669e-02,3.059336813854285353e-04,1.019232306862516424e-04,5.194262797658666386e-09,1.019180364234539837e-04
-2.024656480867315588e-04,-2.012253393836638607e-02,3.037535625903808878e-04,-2.024656480865471631e-04,-2.012253393836617443e-02,3.037535625904919101e-04,1.011979860106038132e-04,5.120280421877509980e-09,1.011928657301819356e-04
