4.630723248416594717e-02,-2.177474452458108001e-01,9.455631386885475775e-01,4.630723248416594717e-02,-2.177474452458108001e-01,9.455631386885475775e-01,1.471249525572285166e-02
5.581937059891764474e-02,-2.356548775806923957e-01,9.377451785311801125e-01,5.581937059891765862e-02,-2.356548775806924789e-01,9.377451785311801125e-01,1.550954773572332801e-02
6.782048497750585436e-02,-2.560527643314106649e-01,9.324443112698134195e-01,6.782048497750585436e-02,-2.560527643314107205e-01,9.324443112698134195e-01,1.397837834975346194e-02
8.276839164103683144e-02,-2.783198683045926547e-01,9.268234042355765201e-01,8.276839164103680369e-02,-2.783198683045927102e-01,9.268234042355767421e-01,1.173439730385886226e-02
1.011674463449408756e-01,-3.017201157761957853e-01,9.189130418654095633e-01,1.011674463449409034e-01,-3.017201157761958408e-01,9.189130418654097854e-01,9.792654333854566850e-03
1.235864361856602034e-01,-3.254860035998384249e-01,9.078828379037847673e-01,1.235864361856603977e-01,-3.254860035998384804e-01,9.078828379037849894e-01,8.460598751226428016e-03
1.505634003721605663e-01,-3.485967581846414198e-01,8.933733514415824750e-01,1.505634003721605940e-01,-3.485967581846414198e-01,8.933733514415826971e-01,7.811409533313218301e-03
1.824440702850363971e-01,-3.696049623721018307e-01,8.752015984722969488e-01,1.824440702850363971e-01,-3.696049623721019972e-01,8.752015984722969488e-01,7.943130730622333102e-03
2.191522998208799700e-01,-3.865795896557903122e-01,8.533668776422899116e-01,2.191522998208799144e-01,-3.865795896557903122e-01,8.533668776422899116e-01,9.084290046641241290e-03
2.599075963958141777e-01,-3.972172899364821430e-01,8.281794867842539043e-01,2.599075963958142332e-01,-3.972172899364821985e-01,8.281794867842539043e-01,1.163758090231648001e-02
3.029688440853616216e-01,-3.991949957363347679e-01,8.004025021318321720e-01,3.029688440853616216e-01,-3.991949957363347679e-01,8.004025021318319499e-01,1.617002189153127212e-02
3.455591066300089942e-01,-3.907786424522519120e-01,7.713033828383233370e-01,3.455591066300089942e-01,-3.907786424522519120e-01,7.713033828383235591e-01,2.332282370597310583e-02
3.841413465422092721e-01,-3.715381280999095481e-01,7.425170606293136633e-01,3.841413465422092166e-01,-3.715381280999094371e-01,7.425170606293134412e-01,3.363663735644728536e-02
4.150842533174409210e-01,-3.428334939669741011e-01,7.156969299832842690e-01,4.150842533174409210e-01,-3.428334939669741566e-01,7.156969299832844911e-01,4.735452476576612613e-02
4.355102335049528817e-01,-3.077326733081733878e-01,6.920759171887899130e-01,4.355102335049528817e-01,-3.077326733081734433e-01,6.920759171887899130e-01,6.431070365652480358e-02
4.439711327851279532e-01,-2.703113731688193688e-01,6.721708341574567092e-01,4.439711327851281197e-01,-2.703113731688193133e-01,6.721708341574564871e-01,8.395758952997950386e-02
4.407613689229816778e-01,-2.346713453661464777e-01,6.558263085703210926e-01,4.407613689229817333e-01,-2.346713453661465332e-01,6.558263085703213147e-01,1.054426181535413898e-01
4.280419021377344091e-01,-2.041440096134968796e-01,6.426354662891308189e-01,4.280419021377344091e-01,-2.041440096134969073e-01,6.426354662891308189e-01,1.275520445448228291e-01
4.100572924901623173e-01,-1.809475511693892091e-01,6.325912024754321017e-01,4.100572924901622063e-01,-1.809475511693892091e-01,6.325912024754318796e-01,1.484378941297124221e-01
3.930841413802469431e-01,-1.662940992452063560e-01,6.265733790489727006e-01,3.930841413802469986e-01,-1.662940992452063560e-01,6.265733790489725896e-01,1.654312117924573444e-01
3.836744892003622898e-01,-1.607914897735113757e-01,6.260029835425078293e-01,3.836744892003622898e-01,-1.607914897735114590e-01,6.260029835425080513e-01,1.756918371415550073e-01
